Date,Hour,Custom dimension 2,Custom dimension 10,Custom dimension 5,Custom dimension 3,Total events
2018-10-24,20,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-24,20,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-24,21,5851153048001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Nets 2018-10-19,1
2018-10-24,21,5852108715001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-24,23,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-24,23,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-24,23,5853113727001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-24,23,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,0,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,0,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,6
2018-10-25,1,5684255097001,Highlight Package,Bill Pidto,Knicks vs Thunder 2017-12-16,1
2018-10-25,1,5684429972001,Player Interview,Bill Pidto,Knicks vs Thunder 2017-12-16,1
2018-10-25,1,5684441412001,Player Interview,Bill Pidto,Knicks vs Thunder 2017-12-16,1
2018-10-25,1,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,1,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,2,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,2,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,3,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,3,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,3,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,3,5853121814001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,3,5853125779001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,3,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,4,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,4,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,5,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,6,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,6,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,6,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,7,5849592693001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5849592693001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,7,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,7,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,7,5852082475001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5852108715001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5852109477001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5852111339001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5852111339001,Player Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-25,7,5852114141001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,7,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,7,5853122698001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,7,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,8,5849592693001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,8,5852091767001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,8,5852107409001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,8,5852113028001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-25,8,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,8,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,9,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,9,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,2
2018-10-25,10,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-25,10,5853094328001,Player Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,10,5853094328001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,10,5853113727001,Coach Interview,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,10,5853113727001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,10,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,10,5853121814001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,10,5853122698001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,10,5853125779001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,10,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,10,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,2
2018-10-25,11,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,11,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,12,5852113028001,Segment,Bill Pidto,Knicks at Bucks 2018-10-22,1
2018-10-25,12,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,12,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,2
2018-10-25,13,5851152347001,Segment,Bill Pidto,Knicks at Nets 2018-10-19,1
2018-10-25,13,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,13,5853094328001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,13,5853113727001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,13,5853121814001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,13,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,4
2018-10-25,13,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,2
2018-10-25,14,5852082475001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,14,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,14,5853094328001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,14,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,14,5853122698001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,14,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,15,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,15,5853122698001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,15,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,16,5852082475001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,16,5852082475001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,16,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,16,5852082475001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,16,5852113028001,Segment,Bill Pidto,Knicks at Bucks 2018-10-22,1
2018-10-25,16,5853113727001,Coach Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,16,5853122698001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,16,5853125779001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,2
2018-10-25,16,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,3
2018-10-25,16,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,1
2018-10-25,17,5744960451001,Segment,Bill Pidto,Knicks at Kings 2018-03-04,2
2018-10-25,17,5849592693001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5852082475001,Segment,Bill Pidto,Knicks at Kings 2018-03-04,1
2018-10-25,17,5852114141001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5853094328001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5853113727001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5853121814001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5853122698001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5853125779001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,17,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,19,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,21,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-25,22,5851152347001,Segment,Bill Pidto,Knicks at Nets 2018-10-19,1
2018-10-25,22,5851430827001,Segment,Bill Pidto,Knicks vs Celtics 2018-10-20,1
2018-10-26,0,5849592693001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,1
2018-10-26,0,5852082475001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,1
2018-10-26,0,5852114141001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,1
2018-10-26,0,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,1
2018-10-26,1,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,2,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,3
2018-10-26,4,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,5,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,7,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,8,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,9,5853135161001,Highlight Package,Bill Pidto,Knicks at Heat 2018-10-24,1
2018-10-26,10,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,2
2018-10-26,14,5852062495001,Feature,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,14,5852082475001,Highlight Package,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,14,5852082475001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-26,14,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,14,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-26,17,5852107409001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Bucks 2018-10-22,1
2018-10-26,17,5852113028001,Segment,Bill Pidto,Knicks at Bucks 2018-10-22,1
2018-10-26,18,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-26,18,5853121814001,Highlights Analysis,"Alan Hahn,Bill Pidto,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-26,18,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-26,19,5716182251001,Highlight Package,Bill Pidto,Knicks at Lakers 2018-01-21,1
2018-10-26,19,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-26,19,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-26,19,5853133534001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks at Heat 2018-10-24,1
2018-10-26,20,5851430827001,Segment,Bill Pidto,Knicks vs Celtics 2018-10-20,1
2018-10-26,21,5667874917001,Segment,Bill Pidto,Knicks at Pacers 2017-12-04,1
2018-10-26,22,5849592693001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5852082475001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-26,22,5852082475001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,2
2018-10-26,22,5852082475001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-26,22,5852677610001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-26,22,5852677610001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5852917504001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5853018517001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5853094328001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,2
2018-10-26,22,5853113727001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5853578321001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5853586526001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5853593440001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5853605435001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854084399001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,3
2018-10-26,22,5854096669001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854096669001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854096669001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854096737001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854098312001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854098312001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854105750001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854105750001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,22,5854111091001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,6
2018-10-26,22,5854114495001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,8
2018-10-26,22,5854114495001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5849592693001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,3
2018-10-26,23,5852082475001,Coach Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5852082475001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,3
2018-10-26,23,5852082475001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,2
2018-10-26,23,5852082475001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,13
2018-10-26,23,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5852082475001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,3
2018-10-26,23,5852082475001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,10
2018-10-26,23,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,2
2018-10-26,23,5853094328001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5853113727001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854084399001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-26,23,5854096669001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,4
2018-10-26,23,5854096669001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854096737001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,4
2018-10-26,23,5854096737001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854098312001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-26,23,5854098312001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854105750001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-26,23,5854105750001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854111091001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,7
2018-10-26,23,5854114495001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,16
2018-10-26,23,5854114495001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,2
2018-10-26,23,5854116097001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854116097001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854117269001,Coach Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-26,23,5854117313001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,3
2018-10-26,23,5854118033001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,4
2018-10-27,0,5849592693001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-27,0,5852082475001,Coach Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-27,0,5852082475001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,5
2018-10-27,0,5852082475001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-27,0,5852082475001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,6
2018-10-27,0,5852109142001,Coach Interview,Rebecca Haarlow,Knicks at Bucks 2018-10-22,1
2018-10-27,0,5854084399001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,1
2018-10-27,0,5854105750001,Highlight Clip,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-27,0,5854111091001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,7
2018-10-27,0,5854114495001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,6
2018-10-27,0,5854116097001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Warriors 2018-10-26,2
2018-10-27,0,5854116097001,Highlights Analysis,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-27,0,5854117269001,Coach Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
2018-10-27,0,5854117313001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,4
2018-10-27,0,5854118033001,Player Interview,Rebecca Haarlow,Knicks vs Warriors 2018-10-26,1
